expediente|curso_academico|cod_plan|des_plan|becario
855|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
860|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
864|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
865|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
883|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
885|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
887|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
888|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
889|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
890|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
895|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
911|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
933|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
934|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
936|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
943|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
945|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
946|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
951|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
953|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
965|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
966|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
969|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
971|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
974|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
981|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
986|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
989|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1001|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1003|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1005|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1007|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1011|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1016|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1017|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1019|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1022|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1024|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1025|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1026|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1027|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1031|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1033|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1034|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1037|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1038|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1039|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1041|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1043|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1045|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1047|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1049|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1051|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1054|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1055|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1057|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1061|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1062|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1066|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1067|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1068|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1069|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1070|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1071|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1073|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1074|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1075|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1081|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|S
1086|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1087|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1088|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1091|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1092|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
1093|2018-19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|N
18|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
20|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
47|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
62|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
71|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
78|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
81|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
89|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
91|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
146|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
160|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
167|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
168|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
182|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
189|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
254|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
261|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
264|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
291|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
325|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
328|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
341|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
345|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
357|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
385|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
391|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
392|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
393|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
398|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
407|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
418|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
419|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
425|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
430|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
438|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
440|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
449|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
475|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
476|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
479|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
482|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
489|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
495|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
503|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
511|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
512|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
513|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
515|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
517|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
527|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
528|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
530|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
537|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
541|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
549|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
562|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
572|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
574|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
581|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
585|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
591|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
594|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
602|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
611|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
628|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
631|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
633|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
634|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
636|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
641|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
645|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
648|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
650|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
655|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
657|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
659|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
660|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
666|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
679|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
684|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
687|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
688|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
704|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
709|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
710|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
716|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
718|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
719|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
721|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
723|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
726|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
727|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
732|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
735|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
736|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
743|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
746|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
749|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
754|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
755|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
758|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
759|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
761|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
763|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
764|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
765|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
766|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
767|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
771|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
776|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
777|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
779|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
783|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
784|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
787|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
788|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
794|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
795|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
796|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
797|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
798|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
803|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
804|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
806|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
809|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
816|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
817|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
818|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
829|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
832|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
834|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
839|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
844|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
852|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
854|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
855|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
859|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
860|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
864|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
868|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
871|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
879|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
881|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
885|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
886|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
889|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
901|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
906|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
911|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
918|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
922|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
926|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
927|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
930|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
935|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
936|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
941|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
946|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
948|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
950|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
952|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
953|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
957|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
958|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
959|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
962|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
963|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
970|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
973|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
974|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
976|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
978|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
979|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|S
981|2018-19|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|N
