des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.018|193|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.606|195|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|10.022|197|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.928|198|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|ZAHÍNOS|(1990.0, 1995.0]|13.378|204|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.056|205|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|CORIA|(1990.0, 1995.0]|7.976|208|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|FUENTE DEL MAESTRE|(1990.0, 1995.0]|10.278|210|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|GUIJO DE SANTA BÁRBARA|(1990.0, 1995.0]|10.192|211|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|CÁCERES|(1980.0, 1985.0]|9.43|212|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|BADAJOZ|(1985.0, 1990.0]|9.08|213|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|MIAJADAS|(1990.0, 1995.0]|9.128|222|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|9.576|223|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.022|224|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|SANT BOI DE LLOBREGAT|(1990.0, 1995.0]|6.006|230|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.832|231|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|CAMINOMORISCO|(1990.0, 1995.0]|7.574|237|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|11.976|241|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.242|248|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.896|249|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.64|257|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|MÉRIDA|(1990.0, 1995.0]|10.136|259|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|PUEBLA DE LA CALZADA|(1990.0, 1995.0]|8.432|261|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|NAVALMORAL DE LA MATA|(1985.0, 1990.0]|10.0|266|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|D|TORRECILLAS DE LA TIESA|(1990.0, 1995.0]|8.042|269|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|H|MÉRIDA|(1985.0, 1990.0]|7.31|271|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|D|CÁDIZ|(1985.0, 1990.0]|7.92|272|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|D|MÉRIDA|(1990.0, 1995.0]|9.096|273|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|MEDELLÍN|(1990.0, 1995.0]|7.034|275|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|BIENVENIDA|(1990.0, 1995.0]|9.81|278|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|HERVÁS|(1990.0, 1995.0]|10.3|279|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|ALMENDRALEJO|(1990.0, 1995.0]|11.974|286|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|7.778|287|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|OLIVENZA|(1990.0, 1995.0]|8.064|288|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|8.246|291|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|SALVATIERRA DE LOS BARROS|(1990.0, 1995.0]|7.84|295|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|8.064|296|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|BADAJOZ|(1990.0, 1995.0]|8.43|298|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|PUEBLA DE LA CALZADA|(1990.0, 1995.0]|10.804|299|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|7.382|302|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|D|CORIA|(1990.0, 1995.0]|7.818|303|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|D|NAVALMORAL DE LA MATA|(1985.0, 1990.0]|8.15|304|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|10.794|305|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|CORIA|(1990.0, 1995.0]|6.482|311|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|LA PUEBLANUEVA|(1990.0, 1995.0]|6.465|313|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.846|315|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|H|PLASENCIA|(1985.0, 1990.0]|6.88|316|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|6.354|318|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|DON BENITO|(1985.0, 1990.0]|6.64|326|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.522|327|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|D|BADAJOZ|(1990.0, 1995.0]|6.38|328|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.932|329|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|H|MÉRIDA|(1990.0, 1995.0]|6.77|330|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|D|CÁCERES|(1985.0, 1990.0]|6.3|331|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|H|CÁCERES|(1985.0, 1990.0]|6.9|332|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|H|BADAJOZ|(1985.0, 1990.0]|6.88|334|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|6.392|335|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|6.172|336|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|6.092|338|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|5.986|341|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|10.936|352|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|MADRID|(1990.0, 1995.0]|10.79|355|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|8.368|357|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|D|DON BENITO|(1990.0, 1995.0]|8.668|359|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|NAVEZUELAS|(1990.0, 1995.0]|12.26|360|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|D|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|9.406|371|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|MADRID|(1990.0, 1995.0]|7.801|375|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|7.382|376|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|D|BADAJOZ|(1990.0, 1995.0]|11.81|378|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|9.342|382|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|MORALEJA|(1990.0, 1995.0]|10.05|383|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|11.496|384|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|CÁCERES|(1980.0, 1985.0]|7.09|385|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|9.994|386|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|8.108|391|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|VILLANUEVA DE LA SERENA|(1990.0, 1995.0]|5.636|392|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.758|393|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.358|398|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.204|406|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|11.068|407|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|JARAÍZ DE LA VERA|(1990.0, 1995.0]|8.6|411|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.236|412|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|7.976|414|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|10.706|417|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.142|418|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.786|421|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|NAVAS DEL MADROÑO|(1990.0, 1995.0]|7.996|425|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.386|426|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|7.868|430|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BARCARROTA|(1990.0, 1995.0]|6.694|435|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|OLIVA DE LA FRONTERA|(1990.0, 1995.0]|11.494|438|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.644|440|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|7.9|442|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|7.996|449|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|VILLAFRANCA DE LOS BARROS|(1990.0, 1995.0]|7.918|452|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.357|456|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.476|458|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.314|460|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|LA CUMBRE|(1990.0, 1995.0]|5.676|464|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|OLIVENZA|(1990.0, 1995.0]|6.022|468|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.564|474|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.582|475|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.51|478|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.53|479|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.384|481|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|MONTÁNCHEZ|(1990.0, 1995.0]|6.536|482|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|MONESTERIO|(1990.0, 1995.0]|6.61|483|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|MONTIJO|(1990.0, 1995.0]|6.506|485|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|5.768|486|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|BADAJOZ|(1990.0, 1995.0]|6.068|487|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|JARAÍZ DE LA VERA|(1990.0, 1995.0]|6.424|488|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|SEP|Selectividad|H|ORELLANA LA VIEJA|(1990.0, 1995.0]|5.206|495|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Formación Profesional|H|DON BENITO|(1990.0, 1995.0]|5.31|497|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|BARCELONA|(1980.0, 1985.0]|5.39|498|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|H|LA GARROVILLA|(1990.0, 1995.0]|9.6|500|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|PALMA DE MALLORCA|(1990.0, 1995.0]|5.846|502|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.45|524|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|DIC|Formación Profesional|H|SALAMANCA|(1985.0, 1990.0]|6.63|527|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Formación Profesional|H|MADRID|(1990.0, 1995.0]|6.62|528|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|5.124|534|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|9.382|536|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|H|CÁCERES|(1990.0, 1995.0]|9.032|538|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|ZAFRA|(1995.0, 2000.0]|10.814|541|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.46|549|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|ZAFRA|(1995.0, 2000.0]|7.29|553|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.954|555|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.778|560|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|ALCALÁ DE HENARES|(1995.0, 2000.0]|8.66|561|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.686|562|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|10.52|566|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|10.946|572|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.756|574|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|9.258|581|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|MONTIJO|(1995.0, 2000.0]|12.404|585|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|ÁVILA|(1995.0, 2000.0]|6.29|589|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|RETAMAL DE LLERENA|(1995.0, 2000.0]|10.818|590|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|LA ROCA DE LA SIERRA|(1995.0, 2000.0]|9.244|591|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|MIAJADAS|(1995.0, 2000.0]|10.39|592|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.8|594|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|MADROÑERA|(1995.0, 2000.0]|11.394|601|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|10.582|602|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|CORIA|(1995.0, 2000.0]|6.778|603|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.986|605|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|TRUJILLO|(1995.0, 2000.0]|10.942|610|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Selectividad|H|OLIVA DE LA FRONTERA|(1995.0, 2000.0]|11.626|611|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.924|612|1632
GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2014-15|0|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|9.0|627|1632
